pl_discmethod,Period[days],Mass[Jupiter Mass]
Transit,14.43588900,
Transit,29.39319500,
Transit,48.63040800,
Transit,6.03356196,
Transit,3.02559550,
Transit,51.13097040,
Transit,28.62565300,
Transit,6.98152703,
Transit,3.65691115,
Transit,12.57200950,
Transit,40.83650120,
Transit,3.23941344,
Transit,23.47741010,
Transit,15.09000000,0.00242
Transit,22.80400000,0.00283
Transit,66.55790570,
Transit,3.11602791,
Transit,2.13194651,
Transit,12.94609780,
Transit,0.66407381,
Transit,14.79674580,
Transit,11.25402929,
Transit,11.47685909,
Transit,2.76122421,
Transit,7.99019627,
Transit,15.79186000,
Transit,82.20017000,
Transit,4.69500134,
Transit,8.63043276,
Transit,3.27646405,
Transit,5.57654784,
Transit,115.68622580,
Transit,3.81371974,
Transit,8.38398650,
Transit,1.68189002,
Transit,7.12811928,
Transit,19.94008740,
Transit,8.45745800,
Transit,27.50868000,
Transit,87.51790500,
Transit,22.24190920,
Transit,9.08237046,
Transit,8.83922659,
Transit,7.56127224,
Transit,16.12888530,
Transit,13.56309720,
Transit,16.29595382,
Transit,18.01621096,
Transit,2.10433812,
Transit,28.84326470,
Transit,16.09200000,0.05100
Transit,25.51690000,0.02600
Transit,0.67933627,
Transit,11.17269940,
Transit,2.53573424,
Transit,5.44832529,
Transit,3.83309118,
Transit,5.42474928,
Transit,0.84338011,
Transit,87.97321360,
Transit,0.56887443,
Transit,213.25766300,
Transit,2.88676265,
Transit,6.17819600,
Transit,6.41491400,
Transit,18.01019900,
Transit,110.28693740,
Transit,0.86838653,
Transit,11.12830484,
Transit,2.22649109,
Transit,0.96286738,
Transit,0.92990668,
Transit,4.11584468,
Transit,33.87868380,
Transit,42.35142670,
Transit,14.88801098,
Transit,4.52158888,
Transit,9.33646594,
Transit,8.12997600,
Transit,31.51758600,
Transit,10.10769068,
Transit,0.78916165,
Transit,11.87456832,
Transit,109.64718420,
Transit,15.64591713,
Transit,6.26406846,
Transit,23.19868100,
Transit,5.77721211,
Transit,24.40025490,
Transit,0.93511806,
Transit,1.34155513,
Transit,5.31742900,
Transit,10.10578500,
Transit,0.66502692,
Transit,132.99683220,
Transit,2.21571036,
Transit,3.35183158,
Transit,4.76830490,
Transit,44.61695570,
Transit,3.40165668,
Transit,14.00947528,
Transit,27.57227420,
Transit,2.12823928,
Transit,6.00253000,
Transit,11.44870800,
Transit,4.49686040,
Transit,1.76678906,
Transit,0.91614077,
Transit,1.87788275,
Transit,24.75439660,
Transit,76.61337700,
Transit,1.28958811,
Transit,0.63400294,
Transit,3.00913240,
Transit,7.06317341,
Transit,59.49709520,
Transit,11.57890000,
Transit,16.39923500,
Transit,40.52864130,
Transit,3.57554956,
Transit,136.20562600,
Transit,2.94194094,
Transit,13.32196237,
Transit,7.69993485,
Transit,4.77468005,
Transit,2.16457097,
Transit,1.57409027,
Transit,0.67564949,
Transit,25.87314800,
Transit,8.43638700,
Transit,18.73575300,
Transit,20.26416840,
Transit,7.44142113,
Transit,3.44620390,
Transit,2.00541269,
Transit,1.31155557,
Transit,1.29123275,
Transit,10.65276707,
Transit,3.30041920,
Transit,5.30880656,
Transit,0.74092842,
Transit,11.95398936,
Transit,0.88184115,
Transit,10.31260000,0.00021
Transit,13.78130000,0.00620
Transit,23.08810000,0.00201
Transit,10.31082450,
Transit,25.38426860,
Transit,16.35830550,
Transit,13.90935830,
Transit,15.36262753,
Transit,2.88879862,
Transit,6.73972381,
Transit,2.27952666,
Transit,12.28546030,
Transit,5.53608151,
Transit,20.95681580,
Transit,37.63270840,
Transit,99.25309510,
Transit,15.77104400,
Transit,157.07287800,
Transit,6.48021673,
Transit,54.40923330,
Transit,15.14103970,
Transit,2.44357812,
Transit,3.93766373,
Transit,3.78470649,
Transit,18.22064210,
Transit,47.44995500,
Transit,2.78815679,
Transit,4.13827595,
Transit,1.63865306,
Transit,6.79012300,8.40000
Transit,3.25427000,
Transit,91.35328200,
Transit,9.06689421,
Transit,11.20066445,
Transit,2.03387914,
Transit,5.19492202,
Transit,15.93147390,
Transit,28.22741840,
Transit,11.62905828,
Transit,20.07115040,
Transit,2.99793191,
Transit,0.76486493,
Transit,3.10767500,
Transit,7.01060600,
Transit,60.86616800,
Transit,86.11508880,
Transit,3.61460510,
Transit,13.18296420,
Transit,3.51576315,
Transit,0.63642408,
Transit,1.49514952,
Transit,20.35052130,
Transit,22.47644250,
Transit,42.52158950,
Transit,2.02415200,
Transit,4.76170200,
Transit,41.80911800,
Transit,6.69960006,
Transit,6.91311120,
Transit,18.60519420,
Transit,23.95537800,
Transit,29.60917440,
Transit,14.45413020,
Transit,14.25632270,
Transit,0.96897238,
Transit,10.67607169,
Transit,4.48487493,
Transit,16.00758300,
Transit,27.08251100,
Transit,2.46050993,
Transit,5.86601526,
Transit,23.91090110,
Transit,4.13592271,
Transit,8.05333618,
Transit,4.45343281,
Transit,9.70571600,
Transit,10.92954610,
Transit,2.31942009,
Transit,8.07392849,
Transit,5.88527300,
Transit,10.10466500,
Transit,39.85948400,
Transit,39.44198390,
Transit,81.41629410,
Transit,2.41811321,
Transit,33.42035034,
Transit,10.60052251,
Transit,0.68996783,
Transit,56.67472850,
Transit,12.27065865,
Transit,13.22745280,
Transit,22.95100000,0.11700
Transit,42.88200000,0.25000
Transit,54.50941660,
Transit,35.62223300,
Transit,42.91375100,
Transit,47.16116960,
Transit,47.03194790,
Transit,49.27676400,
Transit,18.13738290,
Transit,51.11102430,
Transit,47.98727640,
Transit,62.86916110,
Transit,31.15879900,
Transit,76.73217100,
Transit,29.96332470,
Transit,29.34947750,
Transit,65.64883410,
Transit,25.15864000,
Transit,31.77859010,
Transit,5.32786292,
Transit,31.82771110,
Transit,31.17504480,
Transit,47.05690430,
Transit,8.23984869,
Transit,3.54553021,
Transit,21.86353010,
Transit,12.61058400,
Transit,33.41642300,
Transit,16.29509030,
Transit,3.63899398,
Transit,38.13128310,
Transit,14.42735510,
Transit,36.43334520,
Transit,82.17737400,
Transit,10.35863224,
Transit,11.55530021,
Transit,26.08405940,
Transit,14.53261362,
Transit,1.72936600,
Transit,4.18004300,
Transit,51.84688575,
Transit,22.12679948,
Transit,5.94220998,
Transit,12.25383217,
Transit,9.50851560,
Transit,30.45491360,
Transit,19.91577250,
Transit,54.64957590,
Transit,7.31946363,
Transit,39.81899320,
Transit,82.29475100,
Transit,29.19894300,
Transit,55.32832800,
Transit,160.01803200,
Transit,92.43629730,
Transit,16.58617620,
Transit,16.75255007,
Transit,15.02179830,
Transit,91.08048200,
Transit,85.27325600,
Transit,64.65880170,
Transit,8.74199772,
Transit,48.05140500,
Transit,44.20080000,
Transit,4.94278200,0.66000
Transit,3.42805400,
Transit,7.38199800,
Transit,12.56093000,
Transit,30.82655700,
Transit,637.20930000,
Transit,15.03301050,
Transit,14.55645330,
Transit,41.70836290,
Transit,96.16987000,
Transit,82.30400300,
Transit,30.86093660,
Transit,14.03291540,
Transit,16.05062130,
Transit,20.70565040,
Transit,25.43381970,
Transit,15.22895800,
Transit,24.67461200,
Transit,84.70392100,
Transit,23.23827920,
Transit,20.35972599,
Transit,160.88465087,
Transit,217.83184000,5.28000
Transit,10.51418100,
Transit,214.31141640,
Transit,7.25931979,
Transit,5.54608367,
Transit,5.11177904,
Transit,240.79893970,
Transit,18.20797300,
Transit,88.25505500,
Transit,0.65355357,
Transit,47.14840805,
Transit,1.84788917,
Transit,0.93875077,
Transit,70.96746030,
Transit,2.41660118,
Transit,3.90863200,
Transit,160.12991800,
Transit,1.79111021,
Transit,5.33905686,
Transit,18.87022700,
Transit,46.90232000,
Transit,2.59044340,
Transit,5.32274060,
Transit,1.13854338,
Transit,1.09366356,
Transit,308.54710000,
Transit,5.71668872,
Transit,138.94420000,
Transit,364.75803100,
Transit,1.44445380,
Transit,175.13881900,
Transit,133.30367410,
Transit,33.04053200,
Transit,62.30327600,
Transit,20.54981883,
Transit,3.93276465,
Transit,9.91935684,
Transit,125.41311770,
Transit,8.40691199,
Transit,3.95116882,
Transit,2.89223021,
Transit,5.99273738,
Transit,5.10115756,
Transit,6.96710269,
Transit,168.81117400,
Transit,163.69234900,
Transit,19.59749710,
Transit,0.69297968,
Transit,124.82867900,
Transit,214.88654500,
Transit,5.93119400,
Transit,52.66179300,
Transit,225.58280900,
Transit,24.49736980,
Transit,184.77185300,
Transit,4.24261881,
Transit,198.08877400,
Transit,8.10501635,
Transit,8.82713457,
Transit,3.74032496,
Transit,3.50470358,
Transit,0.97191543,
Transit,4.97345600,
Transit,15.90680100,
Transit,3.03195744,
Transit,1.00520701,
Transit,64.27377520,
Transit,3.43276598,
Transit,18.05403810,
Transit,1.53818844,
Transit,0.53991524,
Transit,153.97957800,
Transit,20.92539200,
Transit,5.79180156,
Transit,1.73234200,
Transit,13.54050000,
Transit,7.02573474,
Transit,26.54895500,
Transit,3.38555488,
Transit,5.49548621,
Transit,2.61575540,
Transit,6.94243340,
Transit,2.55314213,
Transit,6.98471973,
Transit,6.30560247,
Transit,1.45088691,
Transit,0.84990789,
Transit,16.70918400,
Transit,28.55138300,
Transit,56.64492790,
Transit,6.28385491,
Transit,4.83817712,
Transit,9.32807355,
Transit,13.39970990,
Transit,3.58274630,
Transit,15.60492120,
Transit,9.40604670,
Transit,7.84931739,
Transit,0.99166527,
Transit,10.13962300,
Transit,43.59579200,
Transit,7.61760804,
Transit,8.18504949,
Transit,3.05710069,
Transit,174.50983500,
Transit,2.71603809,
Transit,4.56380468,
Transit,66.37337900,
Transit,2.94654179,
Transit,4.34195123,
Transit,122.36355300,
Transit,228.77600000,0.33300
Transit,4.30939700,
Transit,13.69942900,
Transit Timing Variations,30.00000000,0.31463
Transit,386.37054800,
Transit,2.20921951,
Transit,11.17931605,
Transit,2.27163926,
Transit,0.68368426,
Transit,85.75654950,
Transit,196.43522400,
Transit,13.64736760,
Transit,16.47356860,
Transit,114.34219000,
Transit,4.92135500,
Transit,7.06424000,
Transit,8.70181574,
Transit,5.17624290,
Transit,3.91795101,
Transit,1.51842990,
Transit,3.94661410,
Transit,47.31261920,
Transit,6.76284377,
Transit,27.47855720,
Transit,6.10826019,
Transit,23.62259130,
Transit,6.91979800,
Transit,19.44635500,
Transit,101.95182900,
Transit,92.26371400,
Transit,10.81187370,
Transit,4.36128348,
Transit,3.29030452,
Transit,287.37894900,
Transit,4.13962966,
Transit,7.20283653,
Transit,76.37803300,
Transit,3.87595807,
Transit,7.81093700,
Transit,21.34726200,
Transit,509.99740200,
Transit,4.09513932,
Transit,448.30355800,
Transit,186.40427100,
Transit,374.87623900,
Transit,469.63111000,
Transit,425.47785000,
Transit,6.10960324,
Transit,259.33683000,
Transit,9.87848200,
Transit,5.03503000,
Transit,10.94572300,
Transit,28.98676900,
Transit,7.58441260,
Transit,19.67226600,
Transit,32.65721200,
Transit,12.20575130,
Transit,6.65138020,
Transit,5.34264507,
Transit,21.09077580,
Transit,16.17795610,
Transit,4.48558383,
Transit,1107.59230000,1.51968
Transit,8.68909900,
Transit,19.53527000,
Transit,8.18084800,
Transit,15.31299000,
Transit,1.53818001,
Transit,9.87863917,
Transit,38.09722000,
Transit,140.25240000,
Transit,1047.83560000,0.50000
Transit,11.87287870,0.01573
Transit,31.57865900,0.15291
Transit,3.84937278,5.88000
Transit,7.65025400,
Transit,34.26028100,
Transit,1.55400393,
Transit,175.06000000,0.05349
Transit,17.60460000,
Transit,14.38680000,
Transit,11.95480000,
Transit,25.84760000,
Transit,40.71570000,
Transit,83.57810000,
Transit,15.43400000,
Transit,9.51216000,
Transit,4.39316320,
Transit,7.40611400,
Transit,21.80385500,
Transit,1071.23228000,
Transit,20.49980000,
Transit,4.16787000,
Transit,150.87800000,
Transit,33.78880000,
Transit,62.56110000,
Transit,63.03820000,
Transit,29.92210000,
Transit,22.06400000,
Transit,147.97400000,
Transit,9.75376000,
Transit,4.42539100,
Transit,13.19324200,
Transit,8.77424000,
Transit,69.89560000,
Transit,14.83340000,
Transit,15.03370000,
Transit,47.70550000,
Transit,20.49050000,
Transit,9.30987000,
Transit,5.77954000,
Transit,5.62012000,
Transit,8.48300000,
Transit,3.25061900,
Transit,6.19546900,
Transit,8.34812500,
Transit,13.76710200,
Transit,87.09019500,
Transit,234.63600000,
Transit,3.84820000,
Transit,5.95966000,
Transit,12.09990000,
Transit,3.89526000,
Transit,4.73290000,
Transit,65.94090000,
Transit,33.49690000,
Transit,1.21070000,
Transit,3.49082000,
Transit,1.48571080,2.45000
Transit,7.93059200,
Transit,16.66586300,
Transit,234.23900000,
Transit,169.13400000,
Transit,18.50120000,
Transit,4.16697200,
Transit,11.46346200,
Transit,39.59551900,
Transit,2.94030900,
Transit,6.38899600,
Transit,14.62711900,
Transit,35.11873600,
Transit,4.26374200,
Transit,8.00577700,
Transit,13.98179000,
Transit,44.00052900,
Transit,247.35373000,
Transit,11.90351500,
Transit,34.03525700,
Transit,5.43307400,
Transit,12.75971200,
Transit,25.75197400,
Transit,51.16579000,
Transit,35.86010000,0.01837
Transit,49.40926000,0.04625
Transit,9.57669400,
Transit,20.55280200,
Transit,96.67898800,
Transit,2.73592600,
Transit,6.40013000,
Transit,3.50472500,0.02200
Transit,7.64159000,0.05400
Transit,14.85888000,0.05200
Transit,13.81712400,
Transit,41.88577500,
Transit,3.13787300,
Transit,4.30214900,
Transit,9.82579200,
Transit,20.68434200,
Transit,5.68794500,
Transit,11.63707100,
Transit,10.68757600,
Transit,20.30300500,
Transit,29.02235800,
Transit,1.63290000,
Transit,20.72904200,
Transit,3.88679070,
Transit,7.26730200,
Transit,13.34299600,
Transit,22.40770400,
Transit,129.94410000,
Transit,4.93886400,
Transit,10.64026300,
Transit,2.06189700,
Transit,5.99655300,
Transit,10.39993100,
Transit,20.13486600,
Transit,9.28716000,0.02643
Transit Timing Variations,28.73100000,0.04122
Radial Velocity,62.95000000,0.07079
Transit,2.01999900,
Transit,3.76302400,
Transit,9.93963200,
Transit,17.73850600,
Transit,5.94504102,
Transit,9.92674600,
Transit,21.22340000,
Transit,6.47027579,
Transit,11.38848000,
Transit,50.69749400,
Transit,2.09228100,
Transit,17.30803200,
Transit,52.81497300,
Transit,8.30787200,
Transit,34.09686300,
Transit,20.73988600,
Transit,47.42773700,
Transit,5.59930800,
Transit,10.34969500,
Transit,15.67756300,
Transit,25.20971500,
Transit,17.79003700,
Transit,49.56741600,
Transit,1.31184443,
Transit,23.63760400,
Transit,67.09340800,
Transit,3.69611525,0.03052
Transit,10.85409089,0.04012
Transit,77.61130017,0.03168
Transit,6.09852281,
Transit,19.57758478,
Radial Velocity,34.94000000,0.06280
Transit,8.59480500,
Transit,10.22215700,
Transit,25.67208300,
Transit,151.88405800,
Transit,4.06942700,
Transit,16.28249300,
Transit,3.16269700,
Transit,5.37064700,
Transit,11.32972000,
Transit,14.40097400,
Transit,25.66059300,
Transit,2.75564000,
Transit,20.30654600,
Transit,7.78198700,
Transit,13.13747100,
Transit,23.44281000,
Transit,1.61186500,
Transit,3.07157100,
Transit,5.86807500,
Transit,4.22864000,
Transit,7.46662300,
Transit,11.13178600,
Transit,16.25945800,
Transit,16.08784500,
Transit,41.74988200,
Transit,2.78578000,0.01598
Transit,2.45323400,
Transit,7.97251300,
Transit,4.13857500,
Transit,6.04045000,
Transit,16.25758200,
Transit,31.80517400,
Transit,2.46236000,
Transit,4.82296200,
Transit,15.66054400,
Transit,28.77980000,
Transit,9.36067200,
Transit,14.66710800,
Transit,30.86442300,
Transit,68.16101000,
Transit,7.69364100,
Transit,17.40666900,
Transit,5.37494300,
Transit,8.58600400,
Transit,3.88689525,
Transit,3.61933700,
Transit,44.69957600,
Transit,124.52446470,
Transit,4.58551200,
Transit,22.71461300,
Transit,47.90364500,
Transit,289.86230000,0.11300
Transit,4.15980700,
Transit,9.03419900,
Transit,28.12239700,
Transit,45.90273300,
Transit,2.79590600,
Transit,5.69058600,
Transit,10.04156000,
Transit,18.36991700,
Transit,3.93698100,
Transit,10.08881000,
Transit,28.08191200,
Transit,7.38449000,0.02328
Transit,9.84564000,0.01605
Transit,14.78869000,0.02517
Transit,19.72567000,0.01510
Transit,3.13292400,
Transit,5.92500300,
Transit,11.34939300,
Transit,18.64357700,
Transit,6.73897500,
Transit,18.79423400,
Transit,3.94099700,
Transit,5.34955500,
Transit,8.10904400,
Transit,9.48801500,
Transit,54.41869400,
Transit,2.56654600,
Transit,4.13444400,
Transit,11.09428600,
Transit,6.25297200,
Transit,16.06863800,
Transit,41.19491200,
Transit,7.10730000,0.80000
Transit,10.74210000,2.70000
Transit,15.27429900,
Transit,32.62555500,
Transit,91.77324200,
Transit,10.06527500,
Transit,19.27156600,
Transit,4.43122200,
Transit,11.37934900,
Transit,8.47238200,
Transit,60.41895500,
Transit,2.71150600,
Transit,7.21205000,
Transit,3.34022200,
Transit,7.82490400,
Transit,20.06054800,
Transit,46.18366900,
Transit,8.29561100,
Transit,23.96812700,
Transit,4.71510600,
Transit,8.10363600,
Transit,2.09087600,
Transit,6.15555700,
Transit,13.23354900,
Transit,23.65400000,0.53400
Transit,50.44700000,0.04200
Transit,11.76305100,
Transit,56.22809800,
Transit,8.14530000,1.60000
Transit,12.33350000,1.60000
Transit,4.24438400,
Transit,18.99835500,
Transit,4.14449500,
Transit,7.95352800,
Transit,12.71809200,
Transit,36.06597800,
Transit,8.20395000,
Transit,14.49648100,
Transit,5.71544200,
Transit,20.02621800,
Transit,4.31179200,
Transit,9.76729200,
Transit,20.05040100,
Transit,7.49019000,
Transit,17.46081200,
Transit,36.27710800,
Transit,3.21982106,
Transit,4.60182000,
Transit,11.18716100,
Transit,3.33616000,
Transit,9.43945200,
Transit,20.47791200,
Transit,6.30820500,
Transit,16.23949400,
Transit,3.30653900,
Transit,7.11370200,
Transit,15.36845900,
Transit,6.23829700,0.02750
Transit,12.72070000,0.04790
Radial Velocity,122.40000000,0.22600
Transit,4.14814100,
Transit,7.15680400,
Transit,17.64831200,
Transit,4.79093600,
Transit,16.51404300,
Transit,30.13300100,
Transit,99.64016100,
Transit,6.66839100,
Transit,10.84846300,
Transit,3.78398600,
Transit,10.28195100,
Transit,18.11986900,
Transit,5.82666200,
Transit,12.41218300,
Transit,18.74647700,
Transit,5.71460600,
Transit,9.94604700,
Transit,1.04562266,
Transit,1.62049300,
Transit,3.38802000,
Transit,5.83917200,
Transit,10.68157200,
Transit,2.38266700,
Transit,6.58148400,
Transit,24.66455100,
Transit,13.19722000,
Transit,33.65307900,
Transit,8.11531700,
Transit,36.92493100,
Transit,12.28000000,0.01611
Transit,17.25590000,0.01951
Transit,3.54391900,
Transit,46.82791500,
Transit,8.18739900,
Transit,76.05017800,
Transit,10.38122700,
Transit,24.57085800,
Transit,13.06085500,
Transit,21.85372200,
Transit,16.56808700,
Transit,47.33277300,
Transit,40.80623100,
Transit,140.10126100,
Transit,6.84626200,
Transit,17.02893700,
Transit,43.13061700,
Transit,67.83102400,
Transit,6.61833000,
Transit,107.72360100,
Transit,3.35372800,
Transit,6.87745000,
Transit,28.46451500,
Transit,25.93413800,
Transit,83.44639300,
Transit,5.32671800,
Transit,8.12789900,
Transit,15.33480000,9.11000
Transit,31.33090000,13.80000
Transit,11.47609400,
Transit,25.26288700,
Transit,10.43547805,
Transit,7.41086267,
Transit,5.24972541,
Transit,2.97135300,
Transit,6.05734200,
Transit,10.93730400,
Transit,2.93653200,
Transit,8.01492700,
Transit,11.63478800,
Transit,33.19786100,
Transit,10.30068200,
Transit,16.08813400,
Transit,35.67606200,
Transit,14.12841000,
Transit,31.88400000,0.05200
Transit,48.64800000,0.05100
Transit,17.32400000,0.27500
Transit,33.00600000,0.20200
Transit,30.16054600,
Transit,51.07877500,
Transit,12.30968100,
Transit,35.73600000,0.15500
Transit,54.41400000,0.11800
Transit,5.91230000,1.51000
Transit,8.98580000,1.36000
Transit,2.13954200,
Transit,4.80709100,
Transit,14.64600800,
Transit,36.33737300,
Transit,9.22052400,
Transit,13.63872300,
Transit,24.80600000,0.19200
Transit,44.34700000,0.17700
Transit,11.00815100,
Transit,92.74371100,
Transit,12.69914900,
Transit,37.51445600,
Transit,2.63386700,
Transit,6.18667600,
Transit,1.79630200,
Transit,3.46809500,
Transit,5.91432300,
Transit,29.22128900,
Transit,20.34219900,
Transit,44.85189600,
Transit,6.09732600,
Transit,19.30577200,
Transit,56.63374200,
Transit,34.54500000,0.02300
Transit,125.85180000,0.42000
Transit,66.06340000,0.01300
Transit,10.33974000,0.01573
Transit,13.28613000,0.01416
Transit,14.58934700,
Transit,36.77031000,
Transit,3.54651100,
Transit,5.70078600,
Transit,2.58082700,
Transit,3.71533500,
Transit,7.05567900,
Transit,11.97901000,
Transit,20.83423700,
Transit,19.25419600,
Transit,54.15574300,
Transit,3.70121200,
Transit,6.62640000,
Transit,12.64516400,
Transit,21.52625800,
Transit,33.88405400,
Transit,10.86438400,
Transit,5.84163660,
Transit,19.85029100,
Transit,34.14211000,
Transit,63.33627000,
Transit,38.87182600,
Transit,74.92013700,
Transit,10.47546400,
Transit,22.92881000,
Transit,77.47363300,
Transit,2.92712800,
Transit,6.88587500,
Transit,15.05478600,
Transit,38.28548900,
Transit,29.33434000,0.03600
Transit,60.32310500,2.01000
Transit,143.34394000,0.07300
Transit,10.44634700,
Transit,40.71495500,
Transit,2.50855300,
Transit,5.41902600,
Transit,13.75124300,
Transit,30.18410400,
Transit,127.28218400,
Transit,1.93705500,
Transit,7.06114900,
Transit,3.29570900,
Transit,5.31594600,
Transit,9.65347100,
Transit,1.49914695,
Transit,5.48700000,0.03300
Transit,8.29100000,0.01900
Transit,16.73866100,
Transit,3.20538000,
Transit,4.64618600,
Transit,7.24019300,
Transit,17.32664400,
Transit,44.84097500,
Transit,10.42080000,0.02341
Transit,13.07290000,0.01145
Transit,9.69492800,
Transit,15.38231000,
Transit,5.92365300,
Transit,105.35638300,
Transit,20.86130000,
Transit,42.63180000,4.70000
Transit,87.64510000,6.80000
Transit,13.93069800,
Transit,56.47542000,
Transit,92.87612500,
Transit,9.17609200,
Transit,19.73828600,
Transit,1.77241900,
Transit,19.74741200,
Transit,14.97041800,
Transit,32.27327300,
Transit,2.46106900,
Transit,5.96039200,
Transit,96.10114100,
Transit,265.46933500,
Transit,2.24050800,
Transit,6.82776600,
Transit,5.52424200,
Transit,8.77501000,
Transit,4.66271500,
Transit,11.81500700,
Transit,4.36270500,
Transit,6.94135700,
Transit,31.78192500,
Transit,5.90124000,4.10000
Transit,8.75220000,0.50000
Transit,22.78020000,
Transit,2.89600000,
Transit,0.74296000,
Transit,8.37155400,
Transit,17.93493700,
Transit,4.91537900,
Transit,13.09392100,
Transit,1.65388800,
Transit,4.33723400,
Transit,1.67832700,
Transit,3.55382200,
Transit,4.38531500,
Transit,51.80561200,
Transit,4.54443900,
Transit,12.76217200,
Transit,38.71518500,
Transit,2.24832900,
Transit,4.58035800,
Transit,6.76688800,
Transit,2.54957500,
Transit,5.21233300,
Transit,13.96945700,
Transit,34.92100000,0.09000
Transit,71.31200000,0.12400
Transit,7.41639700,
Transit,18.68473700,
Transit,5.66793000,
Transit,13.17562000,
Transit,21.77596000,
Transit,31.78440000,
Transit,41.02902000,
Transit,8.25978000,
Transit,15.95538700,
Transit,8.45749600,
Transit,17.28111000,
Transit,32.13432800,
Transit,7.62632400,
Transit,15.99562200,
Transit,34.21154000,
Transit,12.55115800,
Transit,24.08821000,
Transit,5.47031900,
Transit,12.75800500,
Transit,25.09849000,
Transit,6.56233100,
Transit,67.84446900,
Transit,2.02482300,
Transit,9.60000100,
Transit,20.67877200,
Transit,3.29278100,
Transit,9.69320100,
Transit,13.72697600,
Transit,24.31085600,
Transit,44.43101400,
Transit Timing Variations,9.34100000,0.02700
Transit,4.97765600,
Transit,6.98805500,
Transit,10.55834500,
Transit,288.82200000,0.22000
Transit,14.84438700,
Transit,22.82466900,
Transit,5.19552800,
Transit,8.01041000,
Transit,27.66631300,
Transit,42.47326900,
Transit,15.17031800,
Transit,26.23413800,
Transit,39.45935700,
Transit,1.64422461,
Transit,8.96855000,
Transit,23.22182000,
Transit,21.96394500,
Transit,125.59680900,
Transit,7.41556300,
Transit,9.38742700,
Transit,6.51112700,
Transit,23.85154900,
Transit,12.79836000,
Transit,27.32087100,
Transit,7.05677000,
Transit,17.26542700,
Transit,5.92977800,
Transit,12.24762900,
Transit,131.45800000,0.12700
Transit,11.18956200,
Transit,17.84900000,0.01900
Transit,26.13600000,0.04700
Transit,37.05491900,
Transit,57.24809000,
Transit,142.54424700,
Transit,10.05537000,
Transit,16.33299500,
Transit,5.79527800,
Transit,8.41089400,
Transit,5.47666000,
Transit,16.93440200,
Transit,24.20984200,
Transit,11.03189000,
Transit,25.76229400,
Transit,4.61269600,
Transit,13.12163200,
Transit,6.47543400,
Transit,16.85837000,
Transit,49.49987500,
Transit,34.06046700,
Transit,83.48836900,
Transit,25.56322200,
Transit,57.68802000,
Transit,77.09569100,
Transit,13.86825000,0.01205
Transit,16.21865000,0.02243
Transit,3.28967200,
Transit,7.18643400,
Transit,8.48661600,
Transit,55.18802300,
Transit,10.32718600,
Transit,37.86628100,
Transit,3.61456800,
Transit,7.54242700,
Transit,11.93212500,
Transit,25.74571800,
Transit,59.98062700,
Transit,10.66490300,
Transit,17.78412900,
Transit,3.28195900,
Transit,12.51616000,
Transit,37.81572400,
Transit,53.57863700,
Transit,26.84768000,
Transit,72.37933400,
Transit,2.73275600,
Transit,14.87157200,
Transit,13.36731000,0.01000
Transit,21.30200000,0.03776
Transit,39.79220000,0.03839
Transit Timing Variations,51.19600000,
Transit,4.57953000,
Transit,19.02293000,
Transit,34.76327800,
Transit,67.96801500,
Transit,6.84969200,
Transit,20.05376300,
Transit,30.09256800,
Transit,5.53530900,
Transit,16.72594800,
Transit,1.89780600,
Transit,3.28280700,
Transit,5.02821900,
Transit,12.12593400,
Transit,19.98632600,
Transit,4.92019900,
Transit,14.17232700,
Transit,12.50952900,
Transit,27.01497600,
Transit,16.09236100,
Transit,28.90600900,
Transit,20.09838000,
Transit,62.78469700,
Transit,105.59900000,0.38400
Transit,3.93082100,
Transit,7.63000400,
Transit,5.62902100,
Transit,13.39163500,
Transit,5.26215500,
Transit,12.16270100,
Transit,12.90453200,
Transit,31.20075100,
Transit,22.59705300,
Transit,45.34826900,
Transit,10.04368600,
Transit,15.16316100,
Transit,56.41590000,
Transit,12.31043000,
Transit,25.19345800,
Transit,6.79163600,
Transit,11.83754900,
Transit,3.17331500,
Transit,13.29700400,
Transit,3.24410700,
Transit,14.51143000,
Transit,21.08721000,20.10000
Transit,6.73808800,
Transit,13.06002200,
Transit,7.41675500,
Transit,20.48543500,
Transit,5.34185300,
Transit,10.42311800,
Transit,9.18241700,
Transit,14.61361200,
Transit,8.00501300,
Transit,12.13068600,
Transit,7.05434600,
Transit,34.98926200,
Transit,42.99400000,0.23800
Transit,88.50500000,0.05600
Transit,22.25094900,
Transit,135.49852700,
Transit,4.08142300,
Transit,11.41941200,
Transit,6.83437001,
Transit,14.42528100,
Transit,26.67569000,
Transit,58.03461600,
Transit,3.21346000,0.07700
Transit,6.87349000,2.20000
Transit,9.02438900,
Transit,17.34082400,
Transit,14.38303500,
Transit,47.31821800,
Transit,184.25640500,
Transit,4.02875100,
Transit,6.12482100,
Transit,8.92109900,
Transit,11.24286100,
Transit,7.03146200,
Transit,54.28074900,
Transit,13.61159129,
Transit,11.82985100,
Transit,14.75116600,
Transit,10.61383900,
Transit,29.72668200,
Transit,2.42629000,0.02000
Transit,4.62332000,0.00900
Transit,0.66931000,0.01007
Radial Velocity,3000.00000000,12.60000
Transit,2.46502000,0.01573
Transit,68.95840000,0.06922
Transit,1.85555820,0.56000
Transit,17.83364800,
Transit,3.00515600,0.08055
Transit,7.83443500,0.08306
